Compound_name,smiles,Molecular_Formula,CAS,InChI_Key,InChI,PubChemID,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
"2-(((Mercaptoacetyl)oxy)methyl)-2-methyl-1,3-propanediyl bis(mercaptoacetate)",CC(COC(=O)CS)(COC(=O)CS)COC(=O)CS,C11H18O6S3,C10193983,OMGUQSBVDSVSQB-UHFFFAOYSA-N,"InChI=1S/C11H18O6S3/c1-11(5-15-8(12)2-18,6-16-9(13)3-19)7-17-10(14)4-20/h18-20H,2-7H2,1H3",82440,61020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentaerythritol tetrathioglycolate,C(C(=O)OCC(COC(=O)CS)(COC(=O)CS)COC(=O)CS)S,C13H20O8S4,C10193994,RUDUCNPHDIMQCY-UHFFFAOYSA-N,"InChI=1S/C13H20O8S4/c14-9(1-22)18-5-13(6-19-10(15)2-23,7-20-11(16)3-24)8-21-12(17)4-25/h22-25H,1-8H2",82441,61021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetaldehyde 2,4-Dinitrophenylhydrazone",CC=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],C8H8N4O4,C1019574,ONBOQRNOMHHDFB-UHFFFAOYSA-N,"InChI=1S/C8H8N4O4/c1-2-9-10-7-4-3-6(11(13)14)5-8(7)12(15)16/h2-5,10H,1H3",70553,50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Di-tert-butylcatechol",CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,C14H22O2,C1020311,PJZLSMMERMMQBJ-UHFFFAOYSA-N,"InChI=1S/C14H22O2/c1-13(2,3)9-7-10(14(4,5)6)12(16)11(15)8-9/h7-8,15-16H,1-6H3",66099,46735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Dodecanol,CCCCCCCCC(CCC)O,C12H26O,C10203324,ZGSIAHIBHSEKPB-UHFFFAOYSA-N,"InChI=1S/C12H26O/c1-3-5-6-7-8-9-11-12(13)10-4-2/h12-13H,3-11H2,1-2H3",66291,46914,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Octamethylcyclotetrasilazane,C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,C8H28N4Si4,C1020844,FIADVASZMLCQIF-UHFFFAOYSA-N,"InChI=1S/C8H28N4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h9-12H,1-8H3",66100,46736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N-Benzyl-N,N-dimethylethylenediamine",CNCCN(C)CC1=CC=CC=C1,C11H18N2,C102114,PVFIKWLTVKSXED-UHFFFAOYSA-N,"InChI=1S/C11H18N2/c1-12-8-9-13(2)10-11-6-4-3-5-7-11/h3-7,12H,8-10H2,1-2H3",66016,46654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isobutyl phenylacetate,CC(C)COC(=O)CC1=CC=CC=C1,C12H16O2,C102136,RJASFPFZACBKBE-UHFFFAOYSA-N,"InChI=1S/C12H16O2/c1-10(2)9-14-12(13)8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",60998,42777,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benzyl phenylacetate,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,C15H14O2,C102169,MIYFJEKZLFWKLZ-UHFFFAOYSA-N,"InChI=1S/C15H14O2/c16-15(11-13-7-3-1-4-8-13)17-12-14-9-5-2-6-10-14/h1-10H,11-12H2",60999,42778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Dibenzyl-N,N-dimethylethylenediamine",CN(CCN(C)CC1=CC=CC=C1)CC2=CC=CC=C2,C18H24N2,C102181,VRPZLDIUBCEYBA-UHFFFAOYSA-N,"InChI=1S/C18H24N2/c1-19(15-17-9-5-3-6-10-17)13-14-20(2)16-18-11-7-4-8-12-18/h3-12H,13-16H2,1-2H3",66017,46655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,7-Dimethylocta-2,6-dienyl 2-phenylacetate",CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C,C18H24O2,C102227,UXAIJXIHZDZMSK-UHFFFAOYSA-N,"InChI=1S/C18H24O2/c1-15(2)8-7-9-16(3)12-13-20-18(19)14-17-10-5-4-6-11-17/h4-6,8,10-12H,7,9,13-14H2,1-3H3",61000,42779,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Pentyn-1-ol,CC#CCCO,C5H8O,C10229104,IDYNOORNKYEHHO-UHFFFAOYSA-N,"InChI=1S/C5H8O/c1-2-3-4-5-6/h6H,4-5H2,1H3",66295,46918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(Benzylthio)acetone,CC(=O)CSCC1=CC=CC=C1,C10H12OS,C10230690,OIEDQMIEPJIRFT-UHFFFAOYSA-N,"InChI=1S/C10H12OS/c1-9(11)7-12-8-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",82472,61049,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dibutyl phenylphosphonate,CCCCOP(=O)(C1=CC=CC=C1)OCCCC,C14H23O3P,C1024346,YBBHHAFADNTQHQ-UHFFFAOYSA-N,"InChI=1S/C14H23O3P/c1-3-5-12-16-18(15,17-13-6-4-2)14-10-8-7-9-11-14/h7-11H,3-6,12-13H2,1-2H3",70559,50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3,4-Dimethylbenzyl chloride",CC1=C(C=C(C=C1)CCl)C,C9H11Cl,C102465,UBQRAAXAHIKWRI-UHFFFAOYSA-N,"InChI=1S/C9H11Cl/c1-7-3-4-9(6-10)5-8(7)2/h3-5H,6H2,1-2H3",66018,46656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Dimethylbenzylamine",CC1=C(C=C(C=C1)CN)C,C9H13N,C102487,PXNRCZQMDSDSHJ-UHFFFAOYSA-N,"InChI=1S/C9H13N/c1-7-3-4-9(6-10)5-8(7)2/h3-5H,6,10H2,1-2H3",66888,47477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methanediamine, N,N,N,N-tetraethyl-",CCN(CC)CN(CC)CC,C9H22N2,C102534,UNEXJVCWJSHFNN-UHFFFAOYSA-N,"InChI=1S/C9H22N2/c1-5-10(6-2)9-11(7-3)8-4/h5-9H2,1-4H3",66020,46658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyl anthranilate,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2N,C13H11NO2,C10268696,ZBFSYQBEXZGTAX-UHFFFAOYSA-N,"InChI=1S/C13H11NO2/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h1-9H,14H2",66300,46923,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diallyl terephthalate,C=CCOC(=O)C1=CC=C(C=C1)C(=O)OCC=C,C14H14O4,C1026922,ZDNFTNPFYCKVTB-UHFFFAOYSA-N,"InChI=1S/C14H14O4/c1-3-9-17-13(15)11-5-7-12(8-6-11)14(16)18-10-4-2/h3-8H,1-2,9-10H2",66102,46738,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentifylline,CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,C13H20N4O2,C1028337,MRWQRJMESRRJJB-UHFFFAOYSA-N,"InChI=1S/C13H20N4O2/c1-4-5-6-7-8-17-12(18)10-11(14-9-15(10)2)16(3)13(17)19/h9H,4-8H2,1-3H3",70569,50865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trihexylamine,CCCCCCN(CCCCCC)CCCCCC,C18H39N,C102863,DIAIBWNEUYXDNL-UHFFFAOYSA-N,"InChI=1S/C18H39N/c1-4-7-10-13-16-19(17-14-11-8-5-2)18-15-12-9-6-3/h4-18H2,1-3H3",66022,46660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3-Tridecanol,CCCCCCCCCCC(CC)O,C13H28O,C10289686,LBSIDDOMEWFXBT-UHFFFAOYSA-N,"InChI=1S/C13H28O/c1-3-5-6-7-8-9-10-11-12-13(14)4-2/h13-14H,3-12H2,1-2H3",66303,46926,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3-(2,3-Dichlorophenyl)-1,1-dimethylurea",CN(C)C(=O)NC1=C(C(=CC=C1)Cl)Cl,C9H10Cl2N2O,C10290376,ZVPQMESWKIQHGS-UHFFFAOYSA-N,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-7-5-3-4-6(10)8(7)11/h3-5H,1-2H3,(H,12,14)",82521,61089,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N-Isopropylbenzylamine,CC(C)NCC1=CC=CC=C1,C10H15N,C102976,LYBKPDDZTNUNNM-UHFFFAOYSA-N,"InChI=1S/C10H15N/c1-9(2)11-8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3",66024,46662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetone phenylhydrazone,CC(=NNC1=CC=CC=C1)C,C9H12N2,C103026,JQLKSEQEILIJEG-UHFFFAOYSA-N,"InChI=1S/C9H12N2/c1-8(2)10-11-9-6-4-3-5-7-9/h3-7,11H,1-2H3",66026,46664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Isobutylmorpholine,CC(C)CN1CCOCC1,C8H17NO,C10315987,QKVSMSABRNCNRS-UHFFFAOYSA-N,"InChI=1S/C8H17NO/c1-8(2)7-9-3-5-10-6-4-9/h8H,3-7H2,1-2H3",66306,46929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diphenyl(p-tolyl)phosphine,CC1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,C19H17P,C1031932,QJIMTLTYXBDJFC-UHFFFAOYSA-N,"InChI=1S/C19H17P/c1-16-12-14-19(15-13-16)20(17-8-4-2-5-9-17)18-10-6-3-7-11-18/h2-15H,1H3",70575,50871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Bromo-2-tert-butylphenol,CC(C)(C)C1=C(C=CC(=C1)Br)O,C10H13BrO,C10323394,IKMJSWBFODAWTC-UHFFFAOYSA-N,"InChI=1S/C10H13BrO/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,12H,1-3H3",97068,73432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Chloro-2-methylprop-2-enenitrile,CC(=CCl)C#N,C4H4ClN,C10329370,SRNADAWHRWZEFE-UHFFFAOYSA-N,"InChI=1S/C4H4ClN/c1-4(2-5)3-6/h2H,1H3",112105,85351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Benzylaniline,C1=CC=C(C=C1)CNC2=CC=CC=C2,C13H13N,C103322,GTWJETSWSUWSEJ-UHFFFAOYSA-N,"InChI=1S/C13H13N/c1-3-7-12(8-4-1)11-14-13-9-5-2-6-10-13/h1-10,14H,11H2",66028,46666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibenzosuberenol,C1=CC=C2C(C3=CC=CC=C3C=CC2=C1)O,C15H12O,C10354004,SRIISEYIFDTFRZ-UHFFFAOYSA-N,"InChI=1S/C15H12O/c16-15-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)15/h1-10,15-16H",82577,61137,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOC1=CC=CC=C1,C12H16O3,C103606,MJTPMXWJHPOWGH-UHFFFAOYSA-N,"InChI=1S/C12H16O3/c1-10(2)12(13)15-9-8-14-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",61005,42783,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N-Benzoylimidazole,C1=CC=C(C=C1)C(=O)N2C=CN=C2,C10H8N2O,C10364940,JEGIFBGJZPYMJS-UHFFFAOYSA-N,InChI=1S/C10H8N2O/c13-10(12-7-6-11-8-12)9-4-2-1-3-5-9/h1-8H,66319,46941,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,4-Diaminooctafluorobiphenyl",C1(=C(C(=C(C(=C1F)F)N)F)F)C2=C(C(=C(C(=C2F)F)N)F)F,C12H4F8N2,C1038660,FWOLORXQTIGHFX-UHFFFAOYSA-N,InChI=1S/C12H4F8N2/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16/h21-22H2,70582,50878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methyl-3-nitrobenzoyl chloride,CC1=C(C=C(C=C1)C(=O)Cl)[N+](=O)[O-],C8H6ClNO3,C10397305,DXMHBBURYDVYAI-UHFFFAOYSA-N,"InChI=1S/C8H6ClNO3/c1-5-2-3-6(8(9)11)4-7(5)10(12)13/h2-4H,1H3",66323,46945,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methoxy-3-nitrobenzamide,COC1=C(C=C(C=C1)C(=O)N)[N+](=O)[O-],C8H8N2O4,C10397587,PCQFJXUTKOUTRW-UHFFFAOYSA-N,"InChI=1S/C8H8N2O4/c1-14-7-3-2-5(8(9)11)4-6(7)10(12)13/h2-4H,1H3,(H2,9,11)",82603,61157,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Bromo-5-nitroaniline,C1=CC(=C(C=C1[N+](=O)[O-])N)Br,C6H5BrN2O2,C10403471,BAAUCXCLMDAZEL-UHFFFAOYSA-N,"InChI=1S/C6H5BrN2O2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,8H2",82607,61160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyl 2-bromo-2-propyl ketone,CC(C)(C(=O)C1=CC=CC=C1)Br,C10H11BrO,C10409548,QMOSZSHTSOWPRX-UHFFFAOYSA-N,"InChI=1S/C10H11BrO/c1-10(2,11)9(12)8-6-4-3-5-7-8/h3-7H,1-2H3",66324,46946,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(4-Methylphenyl)acetaldehyde,CC1=CC=C(C=C1)CC=O,C9H10O,C104096,CIXAYNMKFFQEFU-UHFFFAOYSA-N,"InChI=1S/C9H10O/c1-8-2-4-9(5-3-8)6-7-10/h2-5,7H,6H2,1H3",61006,42784,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Oxohexanenitrile,CC(=O)CCCC#N,C6H9NO,C10412983,AEVMBQIIZGKQRB-UHFFFAOYSA-N,"InChI=1S/C6H9NO/c1-6(8)4-2-3-5-7/h2-4H2,1H3",82611,61164,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
